issue_type,dataset,formula_name,model_family,horizon_year,binary_outcome_support_flag,calibration_support_flag,calibration_fit_success_flag,calibration_offset_boundary_flag,calibration_slope_boundary_flag,calibration_failure_reason,mean_predicted_risk,mean_calibration_difference,observed_ipcw_risk,observed_km_risk,nonevent_count_ipcw,case_count_ipcw
supported_calibration_fit_failure,SNU,base,lognormal,9,1,1.0,0.0,0.0,1.0,slope_boundary,0.2934290658965834,0.0330209013614171,,,,
unsupported_horizon_observed_ipcw_risk_not_na,PNU,reference,observed_km,3,0,,,,,nonevent_ipcw_zero_but_observed_ipcw_risk_exported,,,1.0,0.2988189169153016,0.0,16.136221513426296
unsupported_horizon_observed_ipcw_risk_not_na,PNU,reference,observed_km,4,0,,,,,nonevent_ipcw_zero_but_observed_ipcw_risk_exported,,,1.0,0.2988189169153016,0.0,16.136221513426296
unsupported_horizon_observed_ipcw_risk_not_na,PNU,reference,observed_km,5,0,,,,,nonevent_ipcw_zero_but_observed_ipcw_risk_exported,,,1.0,0.2988189169153016,0.0,16.136221513426296
unsupported_horizon_observed_ipcw_risk_not_na,PNU,reference,observed_km,6,0,,,,,nonevent_ipcw_zero_but_observed_ipcw_risk_exported,,,1.0,0.2988189169153016,0.0,16.136221513426296
unsupported_horizon_observed_ipcw_risk_not_na,PNU,reference,observed_km,7,0,,,,,nonevent_ipcw_zero_but_observed_ipcw_risk_exported,,,1.0,0.2988189169153016,0.0,16.136221513426296
unsupported_horizon_observed_ipcw_risk_not_na,PNU,reference,observed_km,8,0,,,,,nonevent_ipcw_zero_but_observed_ipcw_risk_exported,,,1.0,0.2988189169153016,0.0,16.136221513426296
unsupported_horizon_observed_ipcw_risk_not_na,PNU,reference,observed_km,9,0,,,,,nonevent_ipcw_zero_but_observed_ipcw_risk_exported,,,1.0,0.2988189169153016,0.0,16.136221513426296
unsupported_horizon_observed_ipcw_risk_not_na,PNU,reference,observed_km,10,0,,,,,nonevent_ipcw_zero_but_observed_ipcw_risk_exported,,,1.0,0.2988189169153016,0.0,16.136221513426296
